"","district","weekstartdate","anycases","totalcases","est"
"14135","davison",2005-05-29,0,0,0.00548288265593793
"14136","davison",2005-06-05,0,0,0.0104572244116031
"14137","hanson",2005-02-13,0,0,2.21718882408341e-07
"14138","hanson",2005-02-20,0,0,3.56855479726977e-07
"14139","hanson",2005-02-27,0,0,5.93616756882062e-07
"14140","hanson",2005-03-06,0,0,1.15703898845919e-06
"14141","davison",2005-07-10,1,1,0.183117846960523
"14142","davison",2005-07-17,0,0,0.230982340800018
"14143","davison",2005-07-24,0,0,0.282182426543848
"14144","davison",2005-07-31,0,0,0.270602905274172
"14145","davison",2005-08-14,0,0,0.304326092705564
"14146","davison",2005-08-21,0,0,0.295372251432336
"14147","davison",2005-08-28,0,0,0.268348811241399
"14148","davison",2005-09-04,1,1,0.20274575708987
"14149","hanson",2005-07-03,0,0,0.0358422791660336
"14150","hanson",2005-07-10,0,0,0.0544702880239621
"14151","hanson",2005-07-17,0,0,0.0717902144074634
"14152","hanson",2005-07-24,0,0,0.0919199100239026
"14153","hanson",2005-07-31,0,0,0.0872947729813493
"14154","sanborn",2005-01-09,0,0,5.76788788385203e-07
"14155","sanborn",2005-01-16,0,0,1.92833278187172e-07
"14156","sanborn",2005-01-23,0,0,1.4011804742205e-07
"14157","sanborn",2005-01-30,0,0,1.92872620798271e-07
"14158","sanborn",2005-02-06,0,0,2.90250341309535e-07
"14159","sanborn",2005-02-13,0,0,3.47743525865202e-07
"14160","sanborn",2005-02-20,0,0,5.52725509003614e-07
"14161","sanborn",2005-02-27,0,0,9.07137113481493e-07
"14162","sanborn",2005-04-03,0,0,1.92873566631046e-05
"14163","mcpherson",2005-03-06,0,0,4.57543823303851e-07
"14164","mcpherson",2005-03-13,0,0,9.67957008557572e-07
"14165","mcpherson",2005-03-20,0,0,1.47971454699089e-06
"14166","mcpherson",2005-03-27,0,0,2.7923583307654e-06
"14167","sanborn",2005-05-08,0,0,0.000536988277794959
"14168","brown",2005-03-27,0,0,3.57022299364682e-05
"14169","brown",2005-04-03,0,0,9.62949977410846e-05
"14170","brown",2005-04-10,0,0,0.000301972305976641
"14171","brown",2005-04-17,0,0,0.000750112893124486
"14172","brown",2005-04-24,0,0,0.00167191530718768
"14173","brown",2005-05-01,0,0,0.00219020611664811
"14174","brown",2005-05-08,0,0,0.00414099345941347
"14175","edmunds",2005-10-30,0,0,0.00105016578860085
"14176","jerauld",2005-01-02,0,0,3.49262699711602e-07
"14177","jerauld",2005-01-09,0,0,1.21281314858611e-07
"14178","turner",2005-04-17,0,0,0.000148036273904675
"14179","turner",2005-04-24,0,0,0.000315302924815127
"14180","spink",2005-10-30,0,0,0.00171347746838372
"14181","spink",2005-11-06,0,0,0.000788533406857093
"14182","brown",2005-07-03,0,0,0.333758707645679
"14183","brown",2005-07-10,0,0,0.444974701959489
"14184","spink",2005-11-27,0,0,5.52489491730293e-05
"14185","brown",2005-07-24,1,1,0.588098869317894
"14186","brown",2005-07-31,1,1,0.592405695977876
"14187","brown",2005-08-07,1,1,0.609063407358599
"14188","sanborn",2005-10-16,0,0,0.00690928900990322
"14189","sanborn",2005-10-23,0,0,0.00320210500591779
"14190","sanborn",2005-10-30,0,0,0.00131305659018397
"14191","sanborn",2005-11-06,0,0,0.000586963557710344
"14192","sanborn",2005-11-13,0,0,0.000278697521248503
"14193","sanborn",2005-11-20,0,0,9.75768791297367e-05
"14194","sanborn",2005-11-27,0,0,4.15236394910731e-05
"14195","sanborn",2005-12-04,0,0,9.95686496788527e-06
"14196","sanborn",2005-12-11,0,0,2.12533583731711e-06
"14197","sanborn",2005-12-18,0,0,8.64997883971864e-07
"14198","sanborn",2005-12-25,0,0,4.52000774789175e-07
"14199","mcpherson",2005-02-06,0,0,8.94010227045772e-08
"14200","mcpherson",2005-02-13,0,0,1.0455631952691e-07
"14201","mcpherson",2005-02-20,0,0,1.54516229156075e-07
"14202","mcpherson",2005-02-27,0,0,2.445956353752e-07
"14203","sanborn",2005-03-06,0,0,1.78862197580535e-06
"14204","sanborn",2005-03-13,0,0,3.74019522077014e-06
"14205","sanborn",2005-03-20,0,0,5.13008445370784e-06
"14206","sanborn",2005-03-27,0,0,8.24234426486315e-06
"14207","spink",2005-07-31,0,0,0.213090095344333
"14208","spink",2005-08-07,1,1,0.220950470635942
"14209","spink",2005-08-14,1,1,0.217040923732016
"14210","spink",2005-08-21,0,0,0.214601523567061
"14211","spink",2005-08-28,0,0,0.180376965306413
"14212","spink",2005-09-04,0,0,0.130980408385165
"14213","spink",2005-09-11,1,1,0.122693940346137
"14214","spink",2005-09-18,0,0,0.0817965790173651
"14215","spink",2005-09-25,0,0,0.054911824839511
"14216","spink",2005-10-02,0,0,0.0343185154867294
"14217","spink",2005-10-09,0,0,0.0146213804018928
"14218","turner",2005-04-10,0,0,6.77427309535447e-05
"14219","mcpherson",2005-10-09,0,0,0.00362637304515497
"14220","mcpherson",2005-10-16,0,0,0.00227015519527217
"14221","turner",2005-05-01,0,0,0.000381667872921958
"14222","spink",2005-11-13,0,0,0.000387378284066495
"14223","spink",2005-11-20,0,0,0.000135927372741391
"14224","hanson",2005-03-27,0,0,5.06124729230855e-06
"14225","spink",2005-12-04,0,0,1.48812048043599e-05
"14226","spink",2005-12-11,0,0,3.65883447879669e-06
"14227","mcpherson",2005-09-04,0,0,0.0418604603680814
"14228","mcpherson",2005-09-11,0,0,0.0366282507880979
"14229","mcpherson",2005-09-18,0,0,0.022259288337419
"14230","mcpherson",2005-09-25,0,0,0.0135629288827543
"14231","mcpherson",2005-10-02,0,0,0.00865773188295815
"14232","spink",2005-07-03,1,1,0.0902397692087736
"14233","yankton",2005-09-25,0,0,0.032283905673464
"14234","mcpherson",2005-10-23,0,0,0.00111956034184499
"14235","mcpherson",2005-10-30,0,0,0.000519090242289012
"14236","mcpherson",2005-11-06,0,0,0.000252906523386585
"14237","mcpherson",2005-11-13,0,0,0.000133804336248625
"14238","mcpherson",2005-11-20,0,0,5.04727118778107e-05
"14239","mcpherson",2005-11-27,0,0,1.97517949383733e-05
"14240","mcpherson",2005-12-04,0,0,5.13170196498855e-06
"14241","spink",2005-06-05,0,0,0.00737350812792874
"14242","spink",2005-06-12,0,0,0.0139143423417049
"14243","spink",2005-06-19,0,0,0.026901437670046
"14244","spink",2005-06-26,0,0,0.0553887152485403
"14245","davison",2005-09-11,1,1,0.1922684904107
"14246","davison",2005-09-18,0,0,0.135270114944861
"14247","yankton",2005-10-02,0,0,0.019962092977184
"14248","yankton",2005-10-09,0,0,0.00993534618974023
"14249","yankton",2005-10-16,0,0,0.00524958026161052
"14250","yankton",2005-10-23,0,0,0.00245739339217895
"14251","davison",2005-03-27,0,0,2.13738033060105e-05
"14252","hanson",2005-01-02,0,0,9.80188923209667e-07
"14253","hanson",2005-01-09,0,0,3.49144356305843e-07
"14254","hanson",2005-01-16,0,0,1.15612117722606e-07
"14255","hanson",2005-01-23,0,0,8.45216832095429e-08
"14256","hanson",2005-01-30,0,0,1.18086523116966e-07
"14257","hanson",2005-02-06,0,0,1.84638675924132e-07
"14258","turner",2005-04-03,0,0,2.44742652209013e-05
"14259","brown",2005-08-28,1,1,0.516893449495749
"14260","davison",2005-09-25,1,1,0.101289912726975
"14261","sanborn",2005-01-02,0,0,1.64461212463841e-06
"14262","hanson",2005-03-13,0,0,2.3794788374622e-06
"14263","hanson",2005-03-20,0,0,3.23313668361453e-06
"14264","turner",2005-05-22,0,0,0.00228239548322632
"14265","hanson",2005-04-03,0,0,1.15745941404167e-05
"14266","hanson",2005-04-17,0,0,6.88389765138579e-05
"14267","hanson",2005-04-24,0,0,0.00014403920397545
"14268","hanson",2005-05-01,0,0,0.000172845186646646
"14269","hanson",2005-05-08,0,0,0.000316419932640488
"14270","hanson",2005-05-15,0,0,0.000489652723412003
"14271","brown",2005-08-21,0,0,0.580788002515546
"14272","spink",2005-12-25,0,0,7.37478804585254e-07
"14273","brown",2005-09-04,0,0,0.431002134123742
"14274","spink",2005-07-10,0,0,0.137995047445714
"14275","hanson",2005-06-12,0,0,0.00542368881838209
"14276","hanson",2005-06-19,0,0,0.0099386729815764
"14277","hanson",2005-06-26,0,0,0.0209279151241976
"14278","mcpherson",2005-01-16,0,0,6.24130459541293e-08
"14279","mcpherson",2005-01-23,0,0,4.40984237327044e-08
"14280","mcpherson",2005-01-30,0,0,5.87071260655063e-08
"14281","turner",2005-03-13,0,0,5.12632499990993e-06
"14282","spink",2005-05-29,0,0,0.00366444032531679
"14283","brown",2005-05-15,0,0,0.00636570928346667
"14284","turner",2005-03-27,0,0,1.10378394858954e-05
"14285","spink",2005-07-24,0,0,0.217249733434981
"14286","spink",2005-12-18,0,0,1.58365116544649e-06
"14287","brown",2005-09-11,1,1,0.40182904420533
"14288","spink",2005-07-17,0,0,0.174503765708651
"14289","turner",2005-03-06,0,0,2.55782700444495e-06
"14290","turner",2005-05-15,0,0,0.00111335078567064
"14291","turner",2005-02-20,0,0,7.77044829154706e-07
"14292","turner",2005-02-27,0,0,1.33207321132394e-06
"14293","turner",2005-06-26,0,0,0.0460876269575666
"14294","turner",2005-06-12,0,0,0.0127305837436297
"14295","turner",2005-03-20,0,0,7.06279629121858e-06
"14296","brown",2005-08-14,1,1,0.593806603001341
"14297","brown",2005-09-18,0,0,0.294192091790221
"14298","turner",2005-05-08,0,0,0.000701807567294437
"14299","mcpherson",2005-01-02,0,0,5.30624919164291e-07
"14300","mcpherson",2005-01-09,0,0,1.86789329120336e-07
"14301","turner",2005-05-29,0,0,0.00345553199864903
"14302","turner",2005-06-05,0,0,0.00652594539315629
"14303","brown",2005-09-25,1,1,0.204942578972089
"14304","turner",2005-06-19,0,0,0.0223593773264276
"14305","hanson",2005-04-10,0,0,3.20596056920287e-05
"14306","hanson",2005-05-22,0,0,0.00100321958383201
"14307","hanson",2005-06-05,0,0,0.00283932158346221
"14308","hanson",2005-05-29,0,0,0.00148549283258224
"14309","hutchinson",2006-01-15,0,0,1.07134443230232e-06
"14310","aurora",2006-01-15,0,0,2.99909882582504e-07
"14311","hutchinson",2006-01-08,0,0,7.87832917797711e-07
"14312","faulk",2006-01-01,0,0,6.09426935104202e-07
"14313","faulk",2006-01-22,0,0,1.02488334920933e-06
"14314","aurora",2006-01-08,0,0,2.10352929302402e-07
"14315","faulk",2006-02-05,0,0,2.56692040444078e-06
"14316","aurora",2006-01-22,0,0,4.29362196959029e-07
"14317","turner",2006-12-10,0,0,6.52699171518622e-06
"14318","douglas",2006-01-22,0,0,6.70065769185711e-07
"14319","douglas",2006-01-29,0,0,1.26858423805737e-06
"14320","faulk",2006-02-12,0,0,3.06349296858567e-06
"14321","aurora",2006-02-12,0,0,1.32287881883417e-06
"14322","faulk",2006-01-08,0,0,6.39170083119655e-07
"14323","aurora",2006-01-01,0,0,1.92322161935898e-07
"14324","douglas",2006-02-05,0,0,1.89356573170042e-06
"14325","turner",2006-12-03,0,0,1.21430844925783e-05
"14326","sanborn",2006-11-26,0,0,1.57801527778566e-05
"14327","hutchinson",2006-01-22,0,0,1.50720362232383e-06
"14328","hutchinson",2006-01-01,0,0,7.62728070715862e-07
"14329","faulk",2006-03-05,0,0,2.89188163913679e-06
"14330","faulk",2006-12-10,0,0,2.36818508124981e-06
"14331","faulk",2006-12-17,0,0,2.10961734403145e-06
"14332","faulk",2006-12-24,0,0,1.87534878254307e-06
"14333","faulk",2006-12-31,0,0,1.772917283678e-06
"14334","douglas",2006-02-12,0,0,2.05159614581608e-06
"14335","turner",2006-11-05,0,0,0.000160006304811923
"14336","faulk",2006-01-29,0,0,1.70740795829578e-06
"14337","sanborn",2006-11-12,0,0,5.4417365718502e-05
"14338","sanborn",2006-11-19,0,0,2.47542979574823e-05
"14339","beadle",2006-03-05,0,0,6.19660250480873e-06
"14340","sanborn",2006-12-03,0,0,6.00001716259343e-06
"14341","faulk",2006-02-19,0,0,2.25228328137836e-06
"14342","faulk",2006-02-26,0,0,2.19578421937523e-06
"14343","aurora",2006-01-29,0,0,7.7877091050966e-07
"14344","aurora",2006-02-05,0,0,1.17191254903016e-06
"14345","clay",2006-04-23,0,0,0.000237222696665682
"14346","clay",2006-04-30,0,0,0.000469639871405627
"14347","turner",2006-10-29,0,0,0.0004399023454033
"14348","aurora",2006-02-26,0,0,1.0144716433231e-06
"14349","faulk",2006-01-15,0,0,8.46535071065427e-07
"14350","turner",2006-11-19,0,0,4.32595142524885e-05
"14351","turner",2006-11-26,0,0,2.93139496565536e-05
"14352","edmunds",2006-11-26,0,0,1.23995204933474e-05
"14353","beadle",2006-03-12,0,0,1.13730669549345e-05
"14354","turner",2006-12-17,0,0,5.9871935329975e-06
"14355","turner",2006-12-24,0,0,5.10159991307542e-06
"14356","edmunds",2006-12-24,0,0,1.95436077751737e-06
"14357","edmunds",2006-12-31,0,0,1.83139960546191e-06
"14358","jerauld",2006-02-26,0,0,6.47868258518213e-07
"14359","jerauld",2006-03-05,0,0,9.02969146494451e-07
"14360","jerauld",2006-03-12,0,0,1.59122667275508e-06
"14361","jerauld",2006-03-19,0,0,1.48247527252293e-06
"14362","douglas",2006-02-19,0,0,1.55081015420826e-06
"14363","jerauld",2006-04-02,0,0,2.79150253736832e-06
"14364","edmunds",2006-11-19,0,0,1.9912463094377e-05
"14365","jerauld",2006-04-16,0,0,1.49482691272752e-05
"14366","jerauld",2006-04-23,0,0,3.39535839857771e-05
"14367","hutchinson",2006-07-09,0,0,0.0984215332289627
"14368","hutchinson",2006-07-16,0,0,0.122584603446469
"14369","faulk",2006-12-03,0,0,4.16682335380002e-06
"14370","sanborn",2006-12-17,0,0,2.9261518212147e-06
"14371","sanborn",2006-12-24,0,0,2.60844267097712e-06
"14372","faulk",2006-03-12,0,0,4.92882500925764e-06
"14373","faulk",2006-03-19,0,0,5.00142738184808e-06
"14374","faulk",2006-03-26,0,0,5.68354172628343e-06
"14375","faulk",2006-04-02,0,0,1.06906784812988e-05
"14376","faulk",2006-04-09,0,0,1.83393092130658e-05
"14377","jerauld",2006-04-09,0,0,5.065116749959e-06
"14378","faulk",2006-04-23,0,0,0.000143251952704333
"14379","faulk",2006-04-30,0,0,0.000296806885724205
"14380","faulk",2006-05-07,0,0,0.000628106325960348
"14381","faulk",2006-05-14,0,0,0.001191398532777
"14382","faulk",2006-05-21,0,0,0.00251371322270857
"14383","hutchinson",2006-01-29,0,0,2.78650226627652e-06
"14384","hutchinson",2006-02-05,0,0,4.12646927827642e-06
"14385","hutchinson",2006-02-12,0,0,4.47406719954378e-06
"14386","hutchinson",2006-02-19,0,0,3.36052255902206e-06
"14387","aurora",2006-02-19,0,0,1.01467375623898e-06
"14388","mcpherson",2006-06-11,0,0,0.0121594338497346
"14389","hutchinson",2006-02-26,0,0,3.44307648444565e-06
"14390","faulk",2006-04-16,0,0,5.7478342107268e-05
"14391","hutchinson",2006-03-12,0,0,9.39775845344581e-06
"14392","hutchinson",2006-03-19,0,0,8.78145189190306e-06
"14393","edmunds",2006-12-03,0,0,4.47858753799595e-06
"14394","edmunds",2006-12-10,0,0,2.57745239260684e-06
"14395","edmunds",2006-12-17,0,0,2.27123169867089e-06
"14396","douglas",2006-01-01,0,0,3.03959154243733e-07
"14397","douglas",2006-01-08,0,0,3.2206362543427e-07
"14398","douglas",2006-01-15,0,0,4.59947635739081e-07
"14399","hutchinson",2006-05-07,0,0,0.00084800567202458
"14400","hutchinson",2006-05-14,0,0,0.00162989062882935
"14401","hutchinson",2006-05-21,0,0,0.00329509656568957
"14402","jerauld",2006-03-26,0,0,1.54029318805945e-06
"14403","hutchinson",2006-06-04,0,0,0.015215647359223
"14404","hutchinson",2006-06-11,0,0,0.0249806475357706
"14405","hutchinson",2006-06-18,0,0,0.0425708585086992
"14406","hutchinson",2006-06-25,0,0,0.0583252493654352
"14407","jerauld",2006-04-30,0,0,6.72005077304626e-05
"14408","jerauld",2006-05-07,0,0,0.000137944358327144
"14409","sanborn",2006-12-10,0,0,3.22409626600766e-06
"14410","hutchinson",2006-07-23,0,0,0.137486148073153
"14411","hutchinson",2006-07-30,0,0,0.183561839902413
"14412","hutchinson",2006-08-06,0,0,0.223948884760627
"14413","hutchinson",2006-08-13,0,0,0.284736099961009
"14414","hutchinson",2006-08-20,0,0,0.27178070871303
"14415","hutchinson",2006-08-27,0,0,0.24483659688484
"14416","hutchinson",2006-09-03,0,0,0.172279577514366
"14417","turner",2006-11-12,0,0,9.15991677815535e-05
"14418","clay",2006-02-12,0,0,5.04683321776097e-06
"14419","clay",2006-02-19,0,0,3.57001368266693e-06
"14420","clay",2006-02-26,0,0,3.72524125577314e-06
"14421","clay",2006-03-05,0,0,5.91033964203391e-06
"14422","clay",2006-03-12,0,0,1.08939639672494e-05
"14423","clay",2006-03-19,0,0,1.07694302585412e-05
"14424","turner",2006-12-31,0,0,4.56751025316773e-06
"14425","clay",2006-04-16,0,0,0.00010533216268563
"14426","edmunds",2006-01-01,0,0,7.50718416055893e-07
"14427","edmunds",2006-01-08,0,0,7.53495320692941e-07
"14428","edmunds",2006-01-15,0,0,9.61351412420543e-07
"14429","edmunds",2006-01-22,0,0,1.08966814455544e-06
"14430","hutchinson",2006-03-05,0,0,5.17993968683955e-06
"14431","edmunds",2006-02-05,0,0,2.55143777756485e-06
"14432","edmunds",2006-02-12,0,0,3.02162396084187e-06
"14433","edmunds",2006-02-19,0,0,2.10589198358339e-06
"14434","edmunds",2006-02-26,0,0,1.96541164038754e-06
"14435","edmunds",2006-03-05,0,0,2.50398377128951e-06
"14436","edmunds",2006-03-12,0,0,4.22294979983393e-06
"14437","edmunds",2006-03-19,0,0,4.57525187449459e-06
"14438","edmunds",2006-03-26,0,0,5.37164473196551e-06
"14439","edmunds",2006-04-02,0,0,1.02240929985793e-05
"14440","edmunds",2006-04-09,0,0,1.7080502110626e-05
"14441","edmunds",2006-04-16,0,0,5.54251128547754e-05
"14442","hutchinson",2006-05-28,0,0,0.00805108018493267
"14443","edmunds",2006-04-30,0,0,0.000317803414013705
"14444","edmunds",2006-05-07,0,0,0.000688426393066057
"14445","edmunds",2006-05-14,0,0,0.00132896393551602
"14446","edmunds",2006-05-21,0,0,0.00279128565842867
"14447","hutchinson",2006-07-02,0,0,0.0776385797441909
"14448","faulk",2006-11-12,0,0,4.13871198574416e-05
"14449","faulk",2006-11-19,0,0,1.8211567237762e-05
"14450","edmunds",2006-06-18,0,0,0.0378259858323359
"14451","edmunds",2006-06-25,0,0,0.0503651253891799
"14452","beadle",2006-01-01,0,0,1.07686827786316e-06
"14453","beadle",2006-01-08,0,0,1.13742004270204e-06
"14454","beadle",2006-01-15,0,0,1.53394615694512e-06
"14455","beadle",2006-01-22,0,0,1.9628617545177e-06
"14456","beadle",2006-01-29,0,0,3.39297657690733e-06
"14457","beadle",2006-02-05,0,0,5.06682414322694e-06
"14458","beadle",2006-02-12,0,0,5.83027524864521e-06
"14459","beadle",2006-02-19,0,0,4.35603192417068e-06
"14460","beadle",2006-02-26,0,0,4.31305083018683e-06
"14461","clay",2006-12-31,0,0,5.33197247903905e-06
"14462","yankton",2006-01-08,0,0,6.30137359499422e-07
"14463","beadle",2006-03-19,0,0,1.12240046175098e-05
"14464","beadle",2006-03-26,0,0,1.26664175714304e-05
"14465","beadle",2006-04-02,0,0,2.41506842193072e-05
"14466","beadle",2006-04-09,0,0,4.44585274534511e-05
"14467","beadle",2006-04-16,0,0,0.000137033756357755
"14468","beadle",2006-04-23,0,0,0.000324819009793331
"14469","beadle",2006-04-30,0,0,0.00066366871242469
"14470","edmunds",2006-01-29,0,0,1.73850685934981e-06
"14471","edmunds",2006-11-12,0,0,4.46776667772835e-05
"14472","beadle",2006-05-21,0,0,0.00527976774125185
"14473","beadle",2006-05-28,0,0,0.0131208197195157
"14474","beadle",2006-06-04,0,0,0.0249213441197197
"14475","beadle",2006-06-11,0,0,0.0398484706962027
"14476","beadle",2006-06-18,0,0,0.0670704616656869
"14477","beadle",2006-06-25,0,0,0.0906347484610361
"14478","beadle",2006-07-02,0,0,0.115375639231171
"14479","beadle",2006-07-09,0,0,0.150540072167296
"14480","beadle",2006-07-16,0,0,0.184434449861129
"14481","beadle",2006-07-23,0,0,0.221027908363718
"14482","beadle",2006-07-30,0,0,0.299662660126992
"14483","beadle",2006-08-06,0,0,0.346680512829363
"14484","beadle",2006-08-13,0,0,0.434960024504604
"14485","beadle",2006-08-20,1,1,0.439170288844259
"14486","beadle",2006-08-27,0,0,0.426370412328068
"14487","beadle",2006-09-03,0,0,0.327381850621277
"14488","beadle",2006-09-10,0,0,0.234310706177981
"14489","beadle",2006-09-17,0,0,0.148181662606736
"14490","jerauld",2006-05-14,0,0,0.000257596104461722
"14491","jerauld",2006-05-21,0,0,0.000540771440170011
"14492","jerauld",2006-05-28,0,0,0.001334911271923
"14493","sanborn",2006-12-31,0,0,2.42388167885375e-06
"14494","brown",2006-11-26,0,0,0.000116015279867423
"14495","brown",2006-12-03,0,0,4.38669681042188e-05
"14496","brown",2006-12-10,0,0,2.41170546910477e-05
"14497","brown",2006-12-17,0,0,2.12196492170463e-05
"14498","brown",2006-12-24,0,0,1.79631796318956e-05
"14499","brown",2006-12-31,0,0,1.6544005200194e-05
"14500","mcpherson",2006-04-09,0,0,7.90454823398334e-06
"14501","mcpherson",2006-04-16,0,0,2.66540847433491e-05
"14502","mcpherson",2006-04-23,0,0,7.39083413401844e-05
"14503","mcpherson",2006-04-30,0,0,0.00016572576647064
"14504","mcpherson",2006-05-07,0,0,0.000368519379693845
"14505","mcpherson",2006-05-14,0,0,0.000727029751226246
"14506","mcpherson",2006-05-21,0,0,0.00152498115724031
"14507","mcpherson",2006-05-28,0,0,0.00401591103078398
